Sheher,Marka,Model,Buraxilish ili,Ban novu,Reng,Muherrikin hecmi,Muherrikin gucu,Yanacaq novu,Yurush,Suretler qutusu,Oturucu,Yeni,Qiymet,Extra Info,Seller comment
Bakı,Mercedes,C 230,2006,Sedan,Ağ,2.3 L,205 a.g.,Benzin,192 145 km,Avtomat,Arxa,Xeyr,18500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Oturacaqların ventilyasiyası",Maşının  tam ideal vəziyyətdədir heç bir xərc tələb etmir.Maşın  ailə maşını kimi istifadə olunub.Qaraj şəraitində saxlanılıb.Maşının probeqi orginaldı.Real alıcılara maşına baxdıqdan sora cüzi endirim olacaq.
Bakı,Mercedes,C 180,1999,Sedan,Qara,1.8 L,122 a.g.,Benzin,223 000 km,Avtomat,Arxa,Xeyr,11500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Yan pərdələr",Mashin saz vəziyytdədir. Təcili Satılır
Bakı,Mercedes,C 180,1996,Sedan,Qızılı,1.8 L,122 a.g.,Benzin,395 000 km,Avtomat,Arxa,Xeyr,8200 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma"
Bakı,Mercedes,C 180,1994,Sedan,Qara,1.8 L,122 a.g.,Benzin,608 000 km,Avtomat,Arxa,Xeyr,7800 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner","Tormozun anti qapanpa sistemi (ABC)Merkezi qapanma,Yungul lehimli diskler,avtomatik suse qaldirici,mator karopka ideal veziyyetde,senetleri tam qaydasindadir."
Sumqayıt,Mercedes,C 240,1999,Sedan,Gümüşü,2.4 L,185 a.g.,Benzin,284 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Kreditdədir,Barter mümkündür
Sumqayıt,Mercedes,C 240,2000,Sedan,Qara,2.4 L,170 a.g.,Benzin,218 000 km,Avtomat,Arxa,Xeyr,9900 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Oturacaqların ventilyasiyası","Masin zavodskoy mawindi detallari orginaldi hec bir problemi yoxdur 
Pul lazim oldugu ucun satiram ona gore ucuz qoymusam.bir dene bufer ksok renglenmelidir avangardi oz masinimdi.her bir yeri islek veziyyetdedir "
Bakı,Mercedes,C 200,1994,Sedan,Qızılı,2.0 L,136 a.g.,Benzin,323 000 km,Avtomat,Arxa,Xeyr,8900 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Yan pərdələr","masin yasdi adamin masinidir ,tam saglam masindir radnoy masin.curuyu pasi yoxdur baqajda plombu yerindedir.yeni udar gormuyub.1994 zavod buraxilis 1995 satilmis tarixdi.bazardaki les masinlardan deyil.masin ozu ucun almaq isdeyen varsa surmeyi ucun alsin meslehetdi masindir,masini alan sexs qetiyyen masina pul qoymasin her bir seyi qaydasindadir yagina kimi.birce qusur lukun acilmamasidir lukun trosu tozdanib nedise acilmir,yeni yasdi adamin olub acib bagllamiyib deye ele olub.tekerlerin 20 gundur almisam. masin isdenilen usdada alan yoxluya biler"
Bakı,Mercedes,C 280,1998,Sedan,Qara,2.8 L,193 a.g.,Benzin,342 000 km,Avtomat,Arxa,Xeyr,9500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr",Masin normal veziyyetdedir.Elegance Temiz nemka.Real alici zeng etsin.Kosmetik işleri var
Saatlı,Mercedes,C 220,1996,Sedan,Boz,2.2 L,150 a.g.,Benzin,345 678 km,Avtomat,Arxa,Xeyr,7500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Dəri salon",Maşın əla vəziyyətdədir.Qiymət razılaşma yolu ilə.
Bakı,Mercedes,C 200,1999,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,380 000 km,Avtomat,Arxa,Xeyr,10300 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner",Xadovoyu yaxşidir kasmetka lazimdir
Bakı,Mercedes,C 220,1999,Universal,Qara,2.2 L,143 a.g.,Dizel,450 000 km,Mexaniki,Arxa,Xeyr,11500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner","Kosmetik ishleri var, motor, most, karopka,peredok ve.s ideal veziyetdedir."
Bakı,Mercedes,C 180,1998,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,188 374 km,Avtomat,Arxa,Xeyr,12300 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Yan pərdələr,Oturacaqların ventilyasiyası",Maşın ideal vəziyyətdədir. Heç bir əlavə xərc tələb etmir.  İstənilən yerdə yoxlada bilərsiniz. Udari dəyişən detallı yoxdur.  
Bakı,Mercedes,C 240,2003,Sedan,Qara,2.4 L,177 a.g.,Benzin,295 000 km,Avtomat,Arxa,Xeyr,11900 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası","Hec bir xerc teleb etmir. Harada istesez yoxlatdira bilersiz.
Real aliciya endirim olunacaq."
Bakı,Mercedes,C 200,2000,Universal,Gümüşü,2.0 L,136 a.g.,Benzin,340 000 km,Mexaniki,Arxa,Xeyr,10400 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Yan pərdələr,Oturacaqların ventilyasiyası"
Bakı,Mercedes,C 180,1994,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,310 000 km,Avtomat,Arxa,Xeyr,8400 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner","Maşın ideal vezıyyetdedır.heç bir problemi yoxdu.ezık,vuruq,udar yoxdu.tam 2000 modele yıgdırmışam.1,8 mator, avtomat,lyuk kondısıoner,4 padyomnık bir sozle maşın çiçek kimidi.sadece gelib gormek lazımdır."
Bakı,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,287 000 km,Avtomat,Arxa,Xeyr,11500 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner,Yan pərdələr","Vuruqu udari yoxdu
Xadavoy sistemi superdir
Kondisioneri super soyudur..
Arxa kamera gosterir..
Salonda ciriw sokuy yoxdu
Oz adimadi
Ustunde yaxwi nomresi var kim alsa Halal xowu"
Bakı,Mercedes,C 180,1994,Sedan,Mavi,1.8 L,122 a.g.,Benzin,395 000 km,Mexaniki,Arxa,Xeyr,7900 AZN,Kreditdədir,"ABS,Lyuk,Mərkəzi qapanma"
Şirvan,Mercedes,C 220,1999,Universal,Gümüşü,2.2 L,146 a.g.,Dizel,399 000 km,Avtomat,Arxa,Xeyr,11500 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner","Tex pasport öz adımadır,təkərlərin 4-də təzədir.Əlavə suallara zəng edib soruşa bilərsiniz."
Bakı,Mercedes,C 200,2001,Sedan,Gümüşü,2.0 L,150 a.g.,Benzin,378 000 km,Avtomat,Arxa,Xeyr,10600 AZN,Kreditdədir,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner"
Bakı,Mercedes,C 200,2018,Sedan,Ağ,1.5 L,185 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,56500 $,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Oturacaqların ventilyasiyası"
Bakı,Mercedes,C 220,2003,Sedan,Qara,2.2 L,146 a.g.,Dizel,398 258 km,Avtomat,Arxa,Xeyr,15400 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Yan pərdələr,Oturacaqların ventilyasiyası",Salam.masinda problem yoxdu.bir iki detalda kraskasi var.udari yoxdu.masinin ili 2003 modeli 2004 du.mator karopkasi peredoku sazdi.xerc teleb etmir. Telefondan tutmus sidenya qizdirici kondisaner luyk her biri islekdi.masina ehmedlide baxa bilersiz.qiymet sopeti masinin yaninda yalniz.oz shexsi masinimdi.satma sebebim basqa masin almaqdi.
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası"
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN,Kreditdədir,Barter mümkündür
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Yan pərdələr",Mawinin hecbir problemi yoxdu almanyadan gelennen mendedi tecili satilir
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner"
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar","Европейка!
В идеальном состоянии! Без краски!
Только привезена в Баку. Дорогие покрышки GoodYear.
Не требует никаких затрат.Хорошая комплектация.
Торг у машины."
Bakı,Mercedes,C 220,1998,Universal,Göy,2.2 L,143 a.g.,Dizel,324 000 km,Avtomat,Arxa,Xeyr,12900 AZN,Kreditdədir,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner,Ksenon lampalar"
Bakı,Mercedes,C 300,2015,Sedan,Ağ,2.0 L,245 a.g.,Benzin,22 700 km,Avtomat,Arxa,Xeyr,37000 $,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası","Avtomobil ideal veziyetdedir,Buremest apparatura,boyük monitor,desiqna salon.
   ....KREDİT VE LİZİNG MÜMKÜNDÜR..."
Bakı,Mercedes,C 200,1999,Sedan,Göy,2.0 L,136 a.g.,Benzin,330 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner,Arxa görüntü kamerası"
Bakı,Mercedes,C 200,1998,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,224 000 km,Avtomat,Arxa,Xeyr,12500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner", Yaxşi Veziyyetdedi Hecbir  Problemi  Yoxdu
Bakı,Mercedes,C 250,2012,Sedan,Qara,1.8 L,204 a.g.,Benzin,74 000 km,Avtomat,Arxa,Xeyr,18400 $,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Arxa görüntü kamerası","Maşın əla vəziyyətdədir. Motor 1.8 turbo,204 at gücü. Cruise control, lyuk, oturacaqların isidilməsi, klimat kontrol, led işıqlar, yagış sensoru, multimedia monitor, bluetooth goşulma. təkərlərdə təzyiqi göstərən monitor, arxa görüntü kamerası, Attention assistant və digər funksiyalar. Yürüşə görə gərəkli olan servis olunub, 4 təkər dəyişdirilib. Real aliciya cüzi endirim olacaq. Xaiş olunur yalniz ciddi şəxslər zəng etsin."
Bakı,Mercedes,C 230,1999,Sedan,Ağ,2.3 L,150 a.g.,Benzin,283 000 km,Avtomat,Arxa,Xeyr,11800 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Dəri salon,Ksenon lampalar,Oturacaqların ventilyasiyası","Ela veziyyetde,Full salon,Hecbir problemi yoxdu,Kosmetika ela,salon seliqeli,senedler qaydasinda,Ponarama lyuk,17-lik disk-tekerler"
Bakı,Mercedes,C 240,2003,Sedan,Göy,2.6 L,170 a.g.,Benzin,341 500 km,Avtomat,Arxa,Xeyr,11800 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Arxa görüntü kamerası","Heç bir ciddi problemi yoxdur. Müəyyən xərcləri var, əsasən kosmetik, onlar da qiymət danışıqlarında nəzərə alınacaq. Ötən ay təkcə motoruna 1000 AZN-dən çox pul qoyulub. Motorun sepi, arxa, qabaq, klapan və korpus salnikləri, şamlar, MOT klapanı və akkumulyator yenisilə əvəzlənib. Həmçinin motor yağı və antifriz də dəyişdirilib.
Sənədləri qaydasındadır. Yaya kimi texniki baxış, dekabra kimi də icbari sığortası var. Çox xahiş edirəm ki, alverçilər zəng eləməsin. Maşın öz adımadır və yeni sahibinin adına keçiriləcək, etibarnamə filan yazılmayacaq. Qiymət danışıqları yalnız maşının yanında olacaq."
Samux,Mercedes,C 180,1995,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,320 000 km,Mexaniki,Arxa,Xeyr,9100 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner",Maşın əla vəziyyətdədir.  Sənədləri qaydasındadır.  Qiymətdə maşının yanında razılaşmaq olacaq.
Gəncə,Mercedes,C 230,1998,Sedan,Qızılı,2.3 L,150 a.g.,Benzin,327 000 km,Avtomat,Arxa,Xeyr,9800 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Oturacaqların ventilyasiyası",Hecbir problemi yoxdu 
Bakı,Mercedes,C 300,2015,Kupe,Göy,2.0 L,245 a.g.,Benzin,22 000 km,Avtomat,Arxa,Xeyr,55000 $,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar","AMG. İdeal vəziyyətdə (yeni kimi).
Rəng dəyməyib.
Rəng: ""Diamond blue""
Ön qəfəs ""Diamond grill"".
Sport paket. 
0-100 km: 6 san.
Şəhər sərfiyyatı: 11 l / 100 km.
Tras sərfiyyatı: 7 l / 100 km. 
Head up display (sürətin parpresdə göstərilməsi).
Qatlanan güzgülər.
Collision prevention system (trasda öndəki maşına yaxınlaşanda avtomatik xəbərdaretmə və əyləmə sistemi).
Self-parking system (avtomatik park etmə sistemi).
Adaptive Cruise Control (trasda özü idarə olunur). 
Dynamic, individual, comfort, sport, sport plus suspension.
Eco start / stop (mühərrikin avtomatik sönüb-yanması).
""Auto hold"" əyləc. 
Yağış sensoru. 
3 rəngdə interior işıqlanması.
Burmester Surround Sound System.
CD / DVD player. 
2 board computers.
AUX, SD card, USB, i-pod port.
Touch-pad.
Bluetooth.
Voice Command. 
Dəri və yumşaq alcantara kombinə edilmiş oturacaqlar. "
Bakı,Mercedes,C 230,1999,Sedan,Ağ,2.3 L,150 a.g.,Benzin,175 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Dəri salon,Arxa görüntü kamerası,Yan pərdələr"
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,193 a.g.,Benzin,237 800 km,Avtomat,Arxa,Xeyr,10800 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası"
Bakı,Mercedes,C 200,1996,Sedan,Ağ,2.0 L,136 a.g.,Benzin,257 000 km,Avtomat,Arxa,Xeyr,10200 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Ksenon lampalar",Gündəlik sürülən maşındı real alıcı narahat etsin
Bakı,Mercedes,C 180,1997,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,361 000 km,Avtomat,Arxa,Xeyr,10200 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Ksenon lampalar",Avtomobil yaxsi vəzyətdədir matorunda karobkasinda problem yoxdur yag azaltmagi 1qram belə yoxdur  avtopilotu  da var hər bir funksiyasi islək vəzyətdədir maşin qarajdadir surulmur.Şarlotta buferlər lazer acar zapasda var yay ucundə acari var.səhər 9dan axdam 21:00 kimi narahat edin.
Bakı,Mercedes,C 180,1998,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,296 000 km,Avtomat,Arxa,Xeyr,11500 AZN,"ABS,Lyuk,Kondisioner","Salam. Masin 4 ildir mendedir. Rasxodniklerin coxu deyisib. Vuruq udar yoxdur. Baqaj deyisib (ustune das dusduyu ucun) ve bagajin krasqasi solub, istyen adam ozu rengletdirer. mator karopka peredok saz veziyyetde. Tekerler normal. Basqa da ne xecri cixsa qiymetden cixilacag. Masina isimle elaqedar saat 18:00 dan sonra ve ya hefte sonu baxa bilersiz."
Bakı,Mercedes,C 240,2001,Sedan,Ağ,2.6 L,177 a.g.,Benzin,230 000 km,Avtomat,Arxa,Xeyr,12400 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası",masin super veziyyetde hecbir prablem yoxdu ideal masindi.surub baxmag lazimdi
Sumqayıt,Mercedes,C 200,1998,Sedan,Göy,2.0 L,146 a.g.,Benzin,389 000 km,Avtomat,Arxa,Xeyr,10950 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 180,1997,Sedan,Tünd qırmızı,1.8 L,122 a.g.,Benzin,270 000 km,Mexaniki,Arxa,Xeyr,9000 AZN,Kreditdədir,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Park radarı,Kondisioner,Ksenon lampalar,Yan pərdələr"
Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,181 000 km,Avtomat,Arxa,Xeyr,16800 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Arxa görüntü kamerası,Yan pərdələr",Masln zamvodur yapndur orjinal saol ruldur 
Quba,Mercedes,C 180,1998,Universal,Boz,1.8 L,122 a.g.,Benzin,329 000 km,Mexaniki,Arxa,Xeyr,10800 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner,Yan pərdələr",Maşın əla vəziyyətdədir heç bir xərc tələb etmir. Dəyişilən detalı yoxdu.
Bakı,Mercedes,C 200,1998,Universal,Gümüşü,2.0 L,140 a.g.,Benzin,365 000 km,Avtomat,Tam,Xeyr,12700 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Yan pərdələr",Prablemsiz udarsiz mawindi.Gundeliye sururem.Hec bir prablemi uoxeu.bartel mumkundu 
Saatlı,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,178 154 km,Avtomat,Arxa,Xeyr,14300 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner",Salam maşın super vəziyyətdədir heç bir xərc tələb etmir.maşın yeni maşından seçilmir üste dörd təzə təkər vurulub.iki açarı və servis kitabı var.maşına söz olabilməz.maşının vuruğu udarı dəyişən detalı pası çürüyü yoxdur.birsözlə yaxşı C180 almaq istəyən nə vaxt istəsə zəng vura bilər.
Bakı,Mercedes,C 200,1995,Sedan,Göy,2.0 L,136 a.g.,Benzin,325 000 km,Avtomat,Tam,Xeyr,11000 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi","Prablemsiz mawindi iki renge vurur qoy 
birdeki asvalt .Qiymetdee cuzi endirim olunacaq"
Bakı,Mercedes,C 230,1999,Sedan,Qara,2.0 L,150 a.g.,Benzin,260 000 km,Avtomat,Arxa,Xeyr,13000 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Yan pərdələr,Oturacaqların ventilyasiyası",Maşın öz adımdadı 5 ildi mendedi süper maşındı. Real alıcılar narahat elesin 
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası"
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Kreditdədir,Barter mümkündür
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 180,2018,Sedan,Qara,1.6 L,150 a.g.,Benzin,0 km,Avtomat,Arxa,Bəli,50999 $,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası","C180 AMG full paket
Alakantara salon.
Maşın tezedi. Geldiği yol sürülüp. 2500km'dedi."
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Park radarı,Kondisioner",Vurugu udari deyisen detali curuyu qetiyyen yoxdur.Kuza idealdi. Sadece sekilde gorsenen yerlere kosmetik olarag renglenmeye ehtiyac var.mator karopka kondisioner pec sidenya qizdiranlar ela isleyir.Peredokda hec bir xerc yoxdur.coooxxx qenaetcil masindi.
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner"
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası","Yeni gelib, Azerbaycanda surulmeyib, qetiyyen problemi yoxdu harda isteseniz yoxlatdira bilersiz,original probeq, chox ekanom masindi, qiymetde razilashmaq olar."
Sumqayıt,Mercedes,C 200,1995,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,415 000 km,Mexaniki,Arxa,Xeyr,7500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner",Maşın normal vəziyyətdədir cüzi xərcləri var real alıcıya endirim olunacaq.
Bakı,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,240 000 km,Avtomat,Arxa,Xeyr,11000 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Dəri salon","maşın əla vəziyyətdədir,kosmetika,salon əla vəzyətdədir,maşının heç bir problemi yoxdur,maşında lyuk var,istənilən yerdə yoxlatdıra bilərsiz."
Bakı,Mercedes,C 180,1998,Universal,Göy,1.8 L,122 a.g.,Benzin,260 000 km,Mexaniki,Arxa,Xeyr,10200 AZN,"ABS,Mərkəzi qapanma,Park radarı,Kondisioner","Salam aleykum. Hec bir prablemi yoxdur, ela veziyyetdedir."
Bakı,Mercedes,C 200,2000,Sedan,Gümüşü,2.0 L,163 a.g.,Benzin,278 000 km,Avtomat,Arxa,Xeyr,11900 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Yan pərdələr"
Bakı,Mercedes,C 240,2000,Sedan,Boz,2.6 L,170 a.g.,Benzin,203 000 km,Avtomat,Arxa,Xeyr,12300 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Dəri salon,Ksenon lampalar,Yan pərdələr",Salam Masin Tam saz veziyetdedi.otur sur masindi.Oz adimadi.Salon tam ful.seliqeli.Matorun karopkanin yagin kecen ay deyismisem.Farsunkalar zaslonka yuduzdurmusam.sivecalari deyismisem.benzini ekanom isledir.ikinci masin kimi yalniz 6-bazar surulur.qaraj seraitinde saxlanilir.Xeyir meqsedle satiram.Allah Alana-Satana xeyir versin
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,143 a.g.,Dizel,275 236 km,Avtomat,Arxa,Xeyr,11500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Oturacaqların ventilyasiyası",Masin ela vezyetdedi hec bir udar vurugu olmuyub mator sakit isleyir tekerleri demek olarki tezedi mator karopqa yaxsi vezyetdedi cox xahis edirem bos bekar adamlar zeng vurmasin. 
Sumqayıt,Mercedes,C 240,1999,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,234 500 km,Avtomat,Arxa,Xeyr,10500 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Ksenon lampalar,Yan pərdələr,Oturacaqların ventilyasiyası",Masin zavadskoydu əla vəziyyətdədir heç bir prablemi yoxdur.gelennen ozumde olub.
